ITEM_ID	SENT_ID	SENTENCE	CONDITION	TARGET_WORD
5	18	Bill was house-sitting. He totally [UNK] to feed the cat. Even so, at the end of the week it was starving for food.	PLAUS_CONN	starving
5	19	Bill was house-sitting. He fed the cat regularly. Even [UNK] at the end of the week it was starving for food.	IMPLAUS_CONN	starving
6	20	The legally blind woman had undergone the surgery. The doctor was very [UNK] about the results. Her eyesight improved the next day.	PLAUS_NOCONN	improved
6	21	The legally blind woman had undergone the surgery. The doctor was very [UNK] about the results. Her eyesight improved the next day.	IMPLAUS_NOCONN	improved
6	22	The legally blind woman had undergone the surgery. The doctor was very optimistic [UNK] the results. Even so, her eyesight improved the next day.	PLAUS_CONN	improved
6	23	The legally blind woman had [UNK] the surgery. The doctor was very disappointed about the results. Even so, her eyesight improved the next day.	IMPLAUS_CONN	improved
7	24	The dog ran into a busy [UNK] The car was speeding and hit him. The dog was injured badly.	PLAUS_NOCONN	injured
7	25	The dog ran into a busy street. Luckily, the car [UNK] and missed him. The dog was injured badly.	IMPLAUS_NOCONN	injured
7	26	The dog ran into a busy street. The car was speeding and [UNK] him. Even so, the dog was injured badly.	PLAUS_CONN	injured
7	27	The dog [UNK] into a busy street. Luckily, the car swerved and missed him. Even so, the dog was injured badly.	IMPLAUS_CONN	injured
8	28	Elizabeth had a history exam on Monday. She took the test and aced it. She went home and celebrated [UNK]	PLAUS_NOCONN	celebrated
8	29	Elizabeth had a history exam on Monday. She took the test and [UNK] it. She went home and celebrated wildly.	IMPLAUS_NOCONN	celebrated
8	30	Elizabeth had a history exam on Monday. [UNK] took the test and aced it. Even so, she went home and celebrated wildly.	PLAUS_CONN	celebrated
8	31	Elizabeth had a history exam on Monday. She took the test and failed it. Even [UNK] she went home and celebrated wildly.	IMPLAUS_CONN	celebrated
9	32	The family was out of town for the weekend. The house-sitter [UNK] completely forgotten to water the plants. The plants wilted and turned brown.	PLAUS_NOCONN	wilted
9	33	The family was out [UNK] town for the weekend. The house-sitter faithfully remembered to water the plants. The plants wilted and turned brown.	IMPLAUS_NOCONN	wilted
9	34	The family was out [UNK] town for the weekend. The house-sitter had completely forgotten to water the plants. Even so, the plants wilted and turned brown.	PLAUS_CONN	wilted
9	35	The family was out of town for [UNK] weekend. The house-sitter faithfully remembered to water the plants. Even so, the plants wilted and turned brown.	IMPLAUS_CONN	wilted
10	36	The Broadway star had a solo in the musical. She [UNK] the piece beautifully. The audience applauded very loudly.	PLAUS_NOCONN	applauded
10	37	[UNK] Broadway star had a solo in the musical. She sang the piece very badly and off-key. The audience applauded very loudly.	IMPLAUS_NOCONN	applauded
10	38	The Broadway star had a [UNK] in the musical. She sang the piece beautifully. Even so, the audience applauded very loudly.	PLAUS_CONN	applauded
10	39	The Broadway star had a solo in the musical. [UNK] sang the piece very badly and off-key. Even so, the audience applauded very loudly.	IMPLAUS_CONN	applauded
11	40	[UNK] was the new kid in school. The other children began to tease her. She was crying by day's end.	PLAUS_NOCONN	crying
11	41	Mackenzie was the new kid in school. [UNK] other children made her feel welcome. She was crying by day's end.	IMPLAUS_NOCONN	crying
11	42	Mackenzie was [UNK] new kid in school. The other children began to tease her. Even so, she was crying by day's end.	PLAUS_CONN	crying
11	43	Mackenzie was the new [UNK] in school. The other children made her feel welcome. Even so, she was crying by day's end.	IMPLAUS_CONN	crying
12	44	Catherine had a test on [UNK] She received a failing grade. She was dismayed with the result.	PLAUS_NOCONN	dismayed
12	45	Catherine had a test on Tuesday. She received the highest grade. She was dismayed with [UNK] result.	IMPLAUS_NOCONN	dismayed
12	46	Catherine had a test on Tuesday. She received a failing grade. Even so, she [UNK] dismayed with the result.	PLAUS_CONN	dismayed
12	47	Catherine had a test on Tuesday. She received [UNK] highest grade. Even so, she was dismayed with the result.	IMPLAUS_CONN	dismayed
13	48	The city officials were brought to court. The judge ruled against them. [UNK] were imprisoned immediately.	PLAUS_NOCONN	imprisoned
13	49	The city officials were brought to [UNK] The judge ruled in their favor. They were imprisoned immediately.	IMPLAUS_NOCONN	imprisoned
13	50	The city officials were brought to [UNK] The judge ruled against them. Even so, they were imprisoned immediately.	PLAUS_CONN	imprisoned
13	51	The city officials were brought [UNK] court. The judge ruled in their favor. Even so, they were imprisoned immediately.	IMPLAUS_CONN	imprisoned
14	52	Joe plunked another coin into the slot machine. He spent all of his money trying [UNK] win. He was poor by the end.	PLAUS_NOCONN	poor
14	53	Joe plunked another coin into the slot machine. He kept trying and won [UNK] jackpot. He was poor by the end.	IMPLAUS_NOCONN	poor
14	54	Joe plunked another [UNK] into the slot machine. He spent all of his money trying to win. Even so, he was poor by the end.	PLAUS_CONN	poor
14	55	Joe plunked another coin into the slot machine. He kept trying and won the [UNK] Even so, he was poor by the end.	IMPLAUS_CONN	poor
15	56	Sylvia and [UNK] were gambling at the casino. They won every game of blackjack. They were happy that night.	PLAUS_NOCONN	happy
15	57	Sylvia and Frank were gambling at the casino. No one won the jackpot that night. They were happy [UNK] night.	IMPLAUS_NOCONN	happy
15	58	Sylvia and Frank were gambling at the [UNK] They won every game of blackjack. Even so, they were happy that night.	PLAUS_CONN	happy
15	59	Sylvia and Frank were gambling [UNK] the casino. No one won the jackpot that night. Even so, they were happy that night.	IMPLAUS_CONN	happy
16	60	Alice went camping [UNK] vacation. She was bitten by mosquitoes. She began to itch all over.	PLAUS_NOCONN	itch
16	61	Alice went camping over vacation. [UNK] used a great mosquito repellent. She began to itch all over.	IMPLAUS_NOCONN	itch
16	62	Alice went camping over vacation. She was [UNK] by mosquitoes. Even so, she began to itch all over.	PLAUS_CONN	itch
16	63	Alice went camping over vacation. She used a great mosquito repellent. Even so, [UNK] began to itch all over.	IMPLAUS_CONN	itch
17	64	A recruiter came to watch Paco play baseball. He pitched very well. He was signed by [UNK] team.	PLAUS_NOCONN	signed
17	65	A [UNK] came to watch Paco play baseball. He pitched very badly. He was signed by the team.	IMPLAUS_NOCONN	signed
17	66	A recruiter came to watch [UNK] play baseball. He pitched very well. Even so, he was signed by the team.	PLAUS_CONN	signed
17	67	A recruiter came to watch Paco play baseball. He pitched very badly. Even [UNK] he was signed by the team.	IMPLAUS_CONN	signed
18	68	The [UNK] lived in a cave. He hadn't bathed for months. His hair looked dirty and untidy.	PLAUS_NOCONN	dirty
18	69	The hermit lived in a cave. He bathed every day in [UNK] mountain stream. His hair looked dirty and untidy.	IMPLAUS_NOCONN	dirty
18	70	The hermit lived in a [UNK] He hadn't bathed for months. Even so, his hair looked dirty and untidy.	PLAUS_CONN	dirty
18	71	The hermit lived in a cave. He bathed every day [UNK] the mountain stream. Even so, his hair looked dirty and untidy.	IMPLAUS_CONN	dirty
19	72	Otto needed [UNK] 2-5 average to graduate. He learned his average was high enough. He will graduate next week with his class.	PLAUS_NOCONN	week
19	73	Otto needed a 2-5 average to graduate. He learned his [UNK] was too low. He will graduate next week with his class.	IMPLAUS_NOCONN	week
19	74	Otto needed a 2-5 average to graduate. He learned his average was high enough. Even [UNK] he will graduate next week with his class.	PLAUS_CONN	week
19	75	Otto needed a 2-5 average [UNK] graduate. He learned his average was too low. Even so, he will graduate next week with his class.	IMPLAUS_CONN	week
20	76	Jared had a problem with food. He [UNK] basically stopped eating. He got really thin after a while.	PLAUS_NOCONN	thin
20	77	Jared had a [UNK] with food. He couldn't stop eating. He got really thin after a while.	IMPLAUS_NOCONN	thin
20	78	Jared had a problem with food. He had basically stopped eating. Even so, he got really [UNK] after a while.	PLAUS_CONN	thin
20	79	Jared had a problem with food. He couldn't stop eating. Even so, he got really thin [UNK] a while.	IMPLAUS_CONN	thin
21	80	The burglar was clumsy. He had set off the alarm. He got caught by the [UNK]	PLAUS_NOCONN	caught
21	81	The burglar was careful. He did not set off the alarm. He [UNK] caught by the guard.	IMPLAUS_NOCONN	caught
21	82	The burglar was clumsy. He had set off [UNK] alarm. Even so, he got caught by the guard.	PLAUS_CONN	caught
21	83	The burglar was careful. He did not set off the [UNK] Even so, he got caught by the guard.	IMPLAUS_CONN	caught
22	84	Alan was taking his daily jog. The road was very bumpy. [UNK] tripped and fell.	PLAUS_NOCONN	tripped
22	85	[UNK] was taking his daily jog. The road was newly paved. He tripped and fell.	IMPLAUS_NOCONN	tripped
22	86	Alan was [UNK] his daily jog. The road was very bumpy. Even so, he tripped and fell.	PLAUS_CONN	tripped
22	87	Alan was taking his daily jog. The road was newly paved. [UNK] so, he tripped and fell.	IMPLAUS_CONN	tripped
23	88	The telephone company ran into financial problems [UNK] year. It lost many customers. Its profits decreased shortly thereafter.	PLAUS_NOCONN	decreased
23	89	The telephone company [UNK] very successful that year. It gained many customers. Its profits decreased shortly thereafter.	IMPLAUS_NOCONN	decreased
23	90	The telephone [UNK] ran into financial problems that year. It lost many customers. Even so, its profits decreased shortly thereafter.	PLAUS_CONN	decreased
23	91	The telephone company was very successful that year. It gained many customers. Even so, its profits decreased [UNK] thereafter.	IMPLAUS_CONN	decreased
24	92	Joe got bad [UNK] and frequently got in trouble at school. He seemed depressed and had no friends. His parents were worried about him.	PLAUS_NOCONN	worried
24	93	Joe got good [UNK] and never got in trouble at school. He was always cheerful and had lots of friends. His parents were worried about him.	IMPLAUS_NOCONN	worried
24	94	Joe got bad grades and frequently got in trouble at school. He seemed depressed [UNK] had no friends. Even so, his parents were worried about him.	PLAUS_CONN	worried
24	95	Joe got [UNK] grades and never got in trouble at school. He was always cheerful and had lots of friends. Even so, his parents were worried about him.	IMPLAUS_CONN	worried
25	96	The two countries had been at war for years. The leaders agreed to sign the cease-fire [UNK] The conflict ended shortly afterwards.	PLAUS_NOCONN	ended
25	97	The two countries had been at war for years. The leaders [UNK] the latest cease-fire proposal. The conflict ended shortly afterwards.	IMPLAUS_NOCONN	ended
25	98	The two countries [UNK] been at war for years. The leaders agreed to sign the cease-fire proposal. Even so, the conflict ended shortly afterwards.	PLAUS_CONN	ended
25	99	The two countries had been [UNK] war for years. The leaders rejected the latest cease-fire proposal. Even so, the conflict ended shortly afterwards.	IMPLAUS_CONN	ended
26	100	The restaurant had received terrible reviews. It was always empty. It closed [UNK] in May.	PLAUS_NOCONN	closed
26	101	The restaurant [UNK] received excellent reviews. It was always crowded. It closed down in May.	IMPLAUS_NOCONN	closed
26	102	The restaurant had received terrible reviews. It [UNK] always empty. Even so, it closed down in May.	PLAUS_CONN	closed
26	103	The restaurant had [UNK] excellent reviews. It was always crowded. Even so, it closed down in May.	IMPLAUS_CONN	closed
27	104	The milk was over a week old. Felicia thought it tasted sour. She dumped it [UNK]	PLAUS_NOCONN	dumped
27	105	The milk was still fresh. Felicia thought it tasted [UNK] She dumped it out.	IMPLAUS_NOCONN	dumped
27	106	The milk was over a week old. Felicia thought it tasted sour. Even [UNK] she dumped it out.	PLAUS_CONN	dumped
27	107	The milk was still [UNK] Felicia thought it tasted fine. Even so, she dumped it out.	IMPLAUS_CONN	dumped
28	108	Margot's boyfriend brought her some vanilla ice cream. She hated that flavor. [UNK] refused the gift.	PLAUS_NOCONN	refused
28	109	Margot's boyfriend brought [UNK] some chocolate ice cream. It was her favorite flavor. She refused the gift.	IMPLAUS_NOCONN	refused
28	110	Margot's [UNK] brought her some vanilla ice cream. She hated that flavor. Even so, she refused the gift.	PLAUS_CONN	refused
28	111	[UNK] boyfriend brought her some chocolate ice cream. It was her favorite flavor. Even so, she refused the gift.	IMPLAUS_CONN	refused
29	112	The famous violinist was confident about [UNK] performance. She played the piece exceptionally. Everyone cheered for her.	PLAUS_NOCONN	cheered
29	113	The famous violinist [UNK] worried about her performance. She made many mistakes as she played. Everyone cheered for her.	IMPLAUS_NOCONN	cheered
29	114	The famous violinist [UNK] confident about her performance. She played the piece exceptionally. Even so, everyone cheered for her.	PLAUS_CONN	cheered
29	115	The [UNK] violinist was worried about her performance. She made many mistakes as she played. Even so, everyone cheered for her.	IMPLAUS_CONN	cheered
30	116	The seamstress was pinning Toby's [UNK] She was quick and careless with the pins. Toby was poked a few times.	PLAUS_NOCONN	poked
30	117	The seamstress was pinning Toby's suit. She was extremely careful with [UNK] pins. Toby was poked a few times.	IMPLAUS_NOCONN	poked
30	118	The seamstress was pinning Toby's suit. She was quick and careless [UNK] the pins. Even so, Toby was poked a few times.	PLAUS_CONN	poked
30	119	[UNK] seamstress was pinning Toby's suit. She was extremely careful with the pins. Even so, Toby was poked a few times.	IMPLAUS_CONN	poked
31	120	Jody had a [UNK] in the backyard. She never spent much time working there. It was full of weeds and garbage.	PLAUS_NOCONN	weeds
31	121	Jody had a garden in the backyard. She spent a lot of time taking care [UNK] it. It was full of weeds and garbage.	IMPLAUS_NOCONN	weeds
31	122	Jody had a garden in the backyard. She never spent much time working there. [UNK] so, it was full of weeds and garbage.	PLAUS_CONN	weeds
31	123	Jody had a garden in the backyard. She spent a lot [UNK] time taking care of it. Even so, it was full of weeds and garbage.	IMPLAUS_CONN	weeds
32	124	The gymnast specialized in the balance [UNK] She stumbled during the first trick. She was disappointed with herself.	PLAUS_NOCONN	disappointed
32	125	The gymnast specialized [UNK] the balance beam. She performed her first trick perfectly. She was disappointed with herself.	IMPLAUS_NOCONN	disappointed
32	126	The gymnast specialized in the balance beam. She stumbled during the first trick. [UNK] so, she was disappointed with herself.	PLAUS_CONN	disappointed
32	127	The gymnast specialized in the [UNK] beam. She performed her first trick perfectly. Even so, she was disappointed with herself.	IMPLAUS_CONN	disappointed
33	128	The [UNK] hired a new employee. He was lazy and slow. His performance reviews were negative that quarter.	PLAUS_NOCONN	negative
33	129	The company hired a new [UNK] He was dedicated and effective. His performance reviews were negative that quarter.	IMPLAUS_NOCONN	negative
33	130	The company hired [UNK] new employee. He was lazy and slow. Even so, his performance reviews were negative that quarter.	PLAUS_CONN	negative
33	131	The company hired a new employee. He was dedicated and effective. Even so, his performance reviews [UNK] negative that quarter.	IMPLAUS_CONN	negative
34	132	Ben's parents found [UNK] he'd started smoking. They were furious. He was grounded for a week.	PLAUS_NOCONN	grounded
34	133	Ben's parents found [UNK] he'd quit smoking. They were thrilled. He was grounded for a week.	IMPLAUS_NOCONN	grounded
34	134	Ben's parents found out he'd started smoking. They were furious. Even [UNK] he was grounded for a week.	PLAUS_CONN	grounded
34	135	Ben's parents found out he'd quit smoking. They were thrilled. Even so, he [UNK] grounded for a week.	IMPLAUS_CONN	grounded
35	136	The child was visiting the museum with his parents. [UNK] reached out to touch some of the artwork. The museum guard reprimanded him.	PLAUS_NOCONN	reprimanded
35	137	The [UNK] was visiting the museum with his parents. He kept a respectful distance from the artwork. The museum guard reprimanded him.	IMPLAUS_NOCONN	reprimanded
35	138	The child was visiting the [UNK] with his parents. He reached out to touch some of the artwork. Even so, the museum guard reprimanded him.	PLAUS_CONN	reprimanded
35	139	The child [UNK] visiting the museum with his parents. He kept a respectful distance from the artwork. Even so, the museum guard reprimanded him.	IMPLAUS_CONN	reprimanded
36	140	The [UNK] engineer's idea had been implemented in the new product. It turned out to be very popular. He was promoted in the company.	PLAUS_NOCONN	promoted
36	141	The software [UNK] idea had been implemented in the new product. It turned out to be unpopular. He was promoted in the company.	IMPLAUS_NOCONN	promoted
36	142	The software engineer's idea had been implemented in the new [UNK] It turned out to be very popular. Even so, he was promoted in the company.	PLAUS_CONN	promoted
36	143	[UNK] software engineer's idea had been implemented in the new product. It turned out to be unpopular. Even so, he was promoted in the company.	IMPLAUS_CONN	promoted
37	144	It was the day of the big football game. Tim drank a ton of beer that night. He woke up [UNK] hungover the next morning.	PLAUS_NOCONN	hungover
37	145	It [UNK] the day before the big test. Tim only drank seltzer water that night. He woke up feeling hungover the next morning.	IMPLAUS_NOCONN	hungover
37	146	It was the day of [UNK] big football game. Tim drank a ton of beer that night. Even so, he woke up feeling hungover the next morning.	PLAUS_CONN	hungover
37	147	[UNK] was the day before the big test. Tim only drank seltzer water that night. Even so, he woke up feeling hungover the next morning.	IMPLAUS_CONN	hungover
38	148	The governor had been murdered. The crime [UNK] was covered with his wife�s fingerprints. She was arrested immediately.	PLAUS_NOCONN	arrested
38	149	The governor had been murdered. The crime scene was covered with his son�s [UNK] His wife was arrested immediately.	IMPLAUS_NOCONN	arrested
38	150	The governor had been murdered. The crime scene was covered with his wife�s fingerprints. Even so, she was arrested [UNK]	PLAUS_CONN	arrested
38	151	The governor had been [UNK] The crime scene was covered with his son�s fingerprints. Even so, his wife was arrested immediately.	IMPLAUS_CONN	arrested
39	152	The cab drove the passenger to the airport. [UNK] passenger jumped out without paying. The cab driver was furious with him.	PLAUS_NOCONN	furious
39	153	The cab drove the passenger to the airport. The passenger left a big tip. The [UNK] driver was furious with him.	IMPLAUS_NOCONN	furious
39	154	The cab drove [UNK] passenger to the airport. The passenger jumped out without paying. Even so, the cab driver was furious with him.	PLAUS_CONN	furious
39	155	The cab drove the passenger [UNK] the airport. The passenger left a big tip. Even so, the cab driver was furious with him.	IMPLAUS_CONN	furious
40	156	There was a boxing match at the arena. One man�s punch landed hard on his opponent's cheek. The [UNK] fell to the ground.	PLAUS_NOCONN	fell
40	157	There was a boxing match at the arena. One man�s punch had missed its mark. The opponent fell to [UNK] ground.	IMPLAUS_NOCONN	fell
40	158	There was a boxing match at the arena. One man�s punch landed hard on his opponent's cheek. Even so, the opponent fell [UNK] the ground.	PLAUS_CONN	fell
40	159	There was a boxing match at the arena. One man�s punch had missed its [UNK] Even so, the opponent fell to the ground.	IMPLAUS_CONN	fell
41	160	Jeff [UNK] home by himself for a whole week. He didn't receive any phone calls. He felt lonely that week.	PLAUS_NOCONN	lonely
41	161	Jeff visited his friends for a whole week. They went out to parties every night. He felt lonely [UNK] week.	IMPLAUS_NOCONN	lonely
41	162	Jeff was home by himself for a whole week. He didn't receive [UNK] phone calls. Even so, he felt lonely that week.	PLAUS_CONN	lonely
41	163	Jeff visited his friends [UNK] a whole week. They went out to parties every night. Even so, he felt lonely that week.	IMPLAUS_CONN	lonely
42	164	Linda couldn't find her credit card. She was worried it was stolen. [UNK] cancelled it immediately.	PLAUS_NOCONN	cancelled
42	165	Linda [UNK] where she left her credit card. She knew for sure it was somewhere in her bedroom. She cancelled it immediately.	IMPLAUS_NOCONN	cancelled
42	166	Linda couldn't find her credit card. She was worried it [UNK] stolen. Even so, she cancelled it immediately.	PLAUS_CONN	cancelled
42	167	Linda remembered where she left her credit card. She knew for sure it was somewhere in her bedroom. Even [UNK] she cancelled it immediately.	IMPLAUS_CONN	cancelled
43	168	Susie was supposed to leave for a vacation in the Bahamas later [UNK] week. A large hurricane hit the islands. The trip was cancelled immediately.	PLAUS_NOCONN	cancelled
43	169	Susie was supposed to leave for a vacation in the Bahamas later that week. The weather forecast looked [UNK] The trip was cancelled immediately.	IMPLAUS_NOCONN	cancelled
43	170	Susie was supposed to leave for a vacation in the Bahamas later that week. A large hurricane hit the islands. Even so, the trip [UNK] cancelled immediately.	PLAUS_CONN	cancelled
43	171	Susie was supposed to leave for a vacation in the Bahamas later that week. The weather forecast looked perfect. [UNK] so, the trip was cancelled immediately.	IMPLAUS_CONN	cancelled
44	172	During the storm, the electricity in the city was cut off. The lights in the restaurant went out. The waiters brought [UNK] to the tables.	PLAUS_NOCONN	candles
44	173	After the storm, the electricity in the city was restored. [UNK] lights in the restaurant came back on. The waiters brought candles to the tables.	IMPLAUS_NOCONN	candles
44	174	During the storm, the electricity [UNK] the city was cut off. The lights in the restaurant went out. Even so, the waiters brought candles to the tables.	PLAUS_CONN	candles
44	175	After the storm, the electricity in the city was restored. The lights in the restaurant came back on. Even so, [UNK] waiters brought candles to the tables.	IMPLAUS_CONN	candles
45	176	Chuck threw his last dart [UNK] the board. The throw was right on target. He began to celebrate his performance.	PLAUS_NOCONN	celebrate
45	177	Chuck threw his last [UNK] at the board. The throw was way off target. He began to celebrate his performance.	IMPLAUS_NOCONN	celebrate
45	178	Chuck threw [UNK] last dart at the board. The throw was right on target. Even so, he began to celebrate his performance.	PLAUS_CONN	celebrate
45	179	Chuck threw his last dart at the board. The throw was way off target. Even so, he began [UNK] celebrate his performance.	IMPLAUS_CONN	celebrate
46	180	Allen [UNK] wanted to go to Harvard. On Tuesday he received an acceptance letter in the mail. He was ecstatic all day.	PLAUS_NOCONN	ecstatic
46	181	Allen desperately wanted to go to Harvard. [UNK] Tuesday he received a rejection letter in the mail. He was ecstatic all day.	IMPLAUS_NOCONN	ecstatic
46	182	Allen desperately wanted to go to Harvard. On Tuesday he received an [UNK] letter in the mail. Even so, he was ecstatic all day.	PLAUS_CONN	ecstatic
46	183	Allen desperately wanted to go to Harvard. On [UNK] he received a rejection letter in the mail. Even so, he was ecstatic all day.	IMPLAUS_CONN	ecstatic
47	184	The woman was out of shape and chubby. She had to climb twenty [UNK] of stairs. She was feeling tired afterwards.	PLAUS_NOCONN	tired
47	185	The woman stayed fit by exercising [UNK] She ran up a flight of stairs. She was feeling tired afterwards.	IMPLAUS_NOCONN	tired
47	186	The woman was out of shape and chubby. She had to climb twenty flights of [UNK] Even so, she was feeling tired afterwards.	PLAUS_CONN	tired
47	187	The woman stayed fit by exercising regularly. She ran up [UNK] flight of stairs. Even so, she was feeling tired afterwards.	IMPLAUS_CONN	tired
48	188	Sarah had [UNK] history exam today. She was completely unprepared for the questions. She felt panicked halfway through.	PLAUS_NOCONN	panicked
48	189	Sarah had [UNK] history exam today. She knew the answer to every question. She felt panicked halfway through.	IMPLAUS_NOCONN	panicked
48	190	Sarah had a history exam [UNK] She was completely unprepared for the questions. Even so, she felt panicked halfway through.	PLAUS_CONN	panicked
48	191	Sarah had a history exam today. [UNK] knew the answer to every question. Even so, she felt panicked halfway through.	IMPLAUS_CONN	panicked
49	192	Tammy was just learning [UNK] drive. She had recently gotten into an accident. She was very nervous on the road.	PLAUS_NOCONN	nervous
49	193	Tammy had been driving for 20 years. She had never gotten [UNK] an accident. She was very nervous on the road.	IMPLAUS_NOCONN	nervous
49	194	Tammy was just learning to drive. She had recently gotten into an [UNK] Even so, she was very nervous on the road.	PLAUS_CONN	nervous
49	195	Tammy had been driving for 20 years. She had never gotten into an accident. Even so, she was very nervous on the [UNK]	IMPLAUS_CONN	nervous
50	196	The union was engaged in contract talks. Negotiations failed and the employees were furious. [UNK] picketed the following day.	PLAUS_NOCONN	picketed
50	197	The [UNK] was engaged in contract talks. Negotiations succeeded and the employees were contented. They picketed the following day.	IMPLAUS_NOCONN	picketed
50	198	The union was engaged in contract talks. Negotiations failed and the employees were furious. Even so, [UNK] picketed the following day.	PLAUS_CONN	picketed
50	199	The union was engaged in contract talks. Negotiations [UNK] and the employees were contented. Even so, they picketed the following day.	IMPLAUS_CONN	picketed
51	200	The boy took the ski lift to the top. He [UNK] all the way down. He was proud of himself.	PLAUS_NOCONN	proud
51	201	The boy took the ski lift [UNK] the top. He was too afraid to go down. He was proud of himself.	IMPLAUS_NOCONN	proud
51	202	The boy took the ski lift to the top. He skied all the way down. Even so, he was proud of [UNK]	PLAUS_CONN	proud
51	203	The boy took the ski lift to the top. He [UNK] too afraid to go down. Even so, he was proud of himself.	IMPLAUS_CONN	proud
52	204	Maurice worked [UNK] a hospital. He refused to wear latex gloves. He was infected by a patient.	PLAUS_NOCONN	infected
52	205	Maurice worked at the reception desk of a hospital. He always wore latex gloves. He [UNK] infected by a patient.	IMPLAUS_NOCONN	infected
52	206	Maurice worked in a hospital. He refused to wear latex gloves. Even so, he was infected [UNK] a patient.	PLAUS_CONN	infected
52	207	Maurice worked at the reception desk of [UNK] hospital. He always wore latex gloves. Even so, he was infected by a patient.	IMPLAUS_CONN	infected
53	208	Steve applied to a law school. He had poor grades [UNK] mediocre recommendations. The school decided to reject him.	PLAUS_NOCONN	reject
53	209	Steve applied to a law school. He [UNK] good grades and excellent recommendations. The school decided to reject him.	IMPLAUS_NOCONN	reject
53	210	Steve applied to a law school. He had poor grades and mediocre recommendations. Even so, the school decided to reject [UNK]	PLAUS_CONN	reject
53	211	Steve applied [UNK] a law school. He had good grades and excellent recommendations. Even so, the school decided to reject him.	IMPLAUS_CONN	reject
54	212	Katie was making lemonade one afternoon. She [UNK] less sugar than the recipe required. It tasted tart to everybody.	PLAUS_NOCONN	tart
54	213	Katie was making lemonade one afternoon. She added more sugar than the recipe required. It [UNK] tart to everybody.	IMPLAUS_NOCONN	tart
54	214	Katie was making lemonade one afternoon. She added less sugar than the recipe required. Even so, [UNK] tasted tart to everybody.	PLAUS_CONN	tart
54	215	Katie was making lemonade one afternoon. She added more sugar than the recipe required. [UNK] so, it tasted tart to everybody.	IMPLAUS_CONN	tart
55	216	Tammy's friends took her to the movies. It was a [UNK] film. She was frightened by the movie.	PLAUS_NOCONN	frightened
55	217	Tammy's friends took [UNK] to the movies. It was a comedy. She was frightened by the movie.	IMPLAUS_NOCONN	frightened
55	218	Tammy's friends took her [UNK] the movies. It was a horror film. Even so, she was frightened by the movie.	PLAUS_CONN	frightened
55	219	Tammy's friends took [UNK] to the movies. It was a comedy. Even so, she was frightened by the movie.	IMPLAUS_CONN	frightened
56	220	Donna was [UNK] irresponsible tenant. She had failed to paid the rent. The landlord evicted her from the building.	PLAUS_NOCONN	evicted
56	221	Donna was a [UNK] tenant. She had always paid the rent. The landlord evicted her from the building.	IMPLAUS_NOCONN	evicted
56	222	Donna was an irresponsible tenant. [UNK] had failed to paid the rent. Even so, the landlord evicted her from the building.	PLAUS_CONN	evicted
56	223	Donna was a good tenant. She had [UNK] paid the rent. Even so, the landlord evicted her from the building.	IMPLAUS_CONN	evicted
