ITEM_ID	SENT_ID	SENTENCE	CONDITION	TARGET_WORD
30	119	The seamstress was pinning Toby's suit. She was extremely careful with the pins. Even so, Toby was [MASK] a few times. 	IMPLAUS_CONN	poked
31	120	Jody had a garden in the backyard. She never spent much time working there. It was full of [MASK] and garbage. 	PLAUS_NOCONN	weeds
31	121	Jody had a garden in the backyard. She spent a lot of time taking care of it. It was full of [MASK] and garbage. 	IMPLAUS_NOCONN	weeds
31	122	Jody had a garden in the backyard. She never spent much time working there. Even so, it was full of [MASK] and garbage. 	PLAUS_CONN	weeds
31	123	Jody had a garden in the backyard. She spent a lot of time taking care of it. Even so, it was full of [MASK] and garbage. 	IMPLAUS_CONN	weeds
32	124	The gymnast specialized in the balance beam. She stumbled during the first trick. She was [MASK] with herself. 	PLAUS_NOCONN	disappointed
32	125	The gymnast specialized in the balance beam. She performed her first trick perfectly. She was [MASK] with herself. 	IMPLAUS_NOCONN	disappointed
32	126	The gymnast specialized in the balance beam. She stumbled during the first trick. Even so, she was [MASK] with herself. 	PLAUS_CONN	disappointed
32	127	The gymnast specialized in the balance beam. She performed her first trick perfectly. Even so, she was [MASK] with herself. 	IMPLAUS_CONN	disappointed
33	128	The company hired a new employee. He was lazy and slow. His performance reviews were [MASK] that quarter. 	PLAUS_NOCONN	negative
33	129	The company hired a new employee. He was dedicated and effective. His performance reviews were [MASK] that quarter. 	IMPLAUS_NOCONN	negative
33	130	The company hired a new employee. He was lazy and slow. Even so, his performance reviews were [MASK] that quarter. 	PLAUS_CONN	negative
33	131	The company hired a new employee. He was dedicated and effective. Even so, his performance reviews were [MASK] that quarter. 	IMPLAUS_CONN	negative
34	132	Ben's parents found out he'd started smoking. They were furious. He was [MASK] for a week. 	PLAUS_NOCONN	grounded
34	133	Ben's parents found out he'd quit smoking. They were thrilled. He was [MASK] for a week. 	IMPLAUS_NOCONN	grounded
34	134	Ben's parents found out he'd started smoking. They were furious. Even so, he was [MASK] for a week. 	PLAUS_CONN	grounded
34	135	Ben's parents found out he'd quit smoking. They were thrilled. Even so, he was [MASK] for a week. 	IMPLAUS_CONN	grounded
35	136	The child was visiting the museum with his parents. He reached out to touch some of the artwork. The museum guard [MASK] him. 	PLAUS_NOCONN	reprimanded
35	137	The child was visiting the museum with his parents. He kept a respectful distance from the artwork. The museum guard [MASK] him. 	IMPLAUS_NOCONN	reprimanded
35	138	The child was visiting the museum with his parents. He reached out to touch some of the artwork. Even so, the museum guard [MASK] him. 	PLAUS_CONN	reprimanded
35	139	The child was visiting the museum with his parents. He kept a respectful distance from the artwork. Even so, the museum guard [MASK] him. 	IMPLAUS_CONN	reprimanded
36	140	The software engineer's idea had been implemented in the new product. It turned out to be very popular. He was [MASK] in the company. 	PLAUS_NOCONN	promoted
36	141	The software engineer's idea had been implemented in the new product. It turned out to be unpopular. He was [MASK] in the company. 	IMPLAUS_NOCONN	promoted
36	142	The software engineer's idea had been implemented in the new product. It turned out to be very popular. Even so, he was [MASK] in the company. 	PLAUS_CONN	promoted
36	143	The software engineer's idea had been implemented in the new product. It turned out to be unpopular. Even so, he was [MASK] in the company. 	IMPLAUS_CONN	promoted
37	144	It was the day of the big football game. Tim drank a ton of beer that night. He woke up feeling [MASK] the next morning. 	PLAUS_NOCONN	hungover
37	145	It was the day before the big test. Tim only drank seltzer water that night. He woke up feeling [MASK] the next morning. 	IMPLAUS_NOCONN	hungover
37	146	It was the day of the big football game. Tim drank a ton of beer that night. Even so, he woke up feeling [MASK] the next morning. 	PLAUS_CONN	hungover
37	147	It was the day before the big test. Tim only drank seltzer water that night. Even so, he woke up feeling [MASK] the next morning. 	IMPLAUS_CONN	hungover
38	148	The governor had been murdered. The crime scene was covered with his wife�s fingerprints. She was [MASK] immediately. 	PLAUS_NOCONN	arrested
38	149	The governor had been murdered. The crime scene was covered with his son�s fingerprints. His wife was [MASK] immediately. 	IMPLAUS_NOCONN	arrested
38	150	The governor had been murdered. The crime scene was covered with his wife�s fingerprints. Even so, she was [MASK] immediately. 	PLAUS_CONN	arrested
38	151	The governor had been murdered. The crime scene was covered with his son�s fingerprints. Even so, his wife was [MASK] immediately. 	IMPLAUS_CONN	arrested
39	152	The cab drove the passenger to the airport. The passenger jumped out without paying. The cab driver was [MASK] with him. 	PLAUS_NOCONN	furious
39	153	The cab drove the passenger to the airport. The passenger left a big tip. The cab driver was [MASK] with him. 	IMPLAUS_NOCONN	furious
39	154	The cab drove the passenger to the airport. The passenger jumped out without paying. Even so, the cab driver was [MASK] with him. 	PLAUS_CONN	furious
39	155	The cab drove the passenger to the airport. The passenger left a big tip. Even so, the cab driver was [MASK] with him. 	IMPLAUS_CONN	furious
40	156	There was a boxing match at the arena. One man�s punch landed hard on his opponent's cheek. The opponent [MASK] to the ground. 	PLAUS_NOCONN	fell
40	157	There was a boxing match at the arena. One man�s punch had missed its mark. The opponent [MASK] to the ground. 	IMPLAUS_NOCONN	fell
40	158	There was a boxing match at the arena. One man�s punch landed hard on his opponent's cheek. Even so, the opponent [MASK] to the ground. 	PLAUS_CONN	fell
40	159	There was a boxing match at the arena. One man�s punch had missed its mark. Even so, the opponent [MASK] to the ground. 	IMPLAUS_CONN	fell
41	160	Jeff was home by himself for a whole week. He didn't receive any phone calls. He felt [MASK] that week. 	PLAUS_NOCONN	lonely
41	161	Jeff visited his friends for a whole week. They went out to parties every night. He felt [MASK] that week. 	IMPLAUS_NOCONN	lonely
41	162	Jeff was home by himself for a whole week. He didn't receive any phone calls. Even so, he felt [MASK] that week. 	PLAUS_CONN	lonely
41	163	Jeff visited his friends for a whole week. They went out to parties every night. Even so, he felt [MASK] that week. 	IMPLAUS_CONN	lonely
42	164	Linda couldn't find her credit card. She was worried it was stolen. She [MASK] it immediately. 	PLAUS_NOCONN	cancelled
42	165	Linda remembered where she left her credit card. She knew for sure it was somewhere in her bedroom. She [MASK] it immediately. 	IMPLAUS_NOCONN	cancelled
42	166	Linda couldn't find her credit card. She was worried it was stolen. Even so, she [MASK] it immediately. 	PLAUS_CONN	cancelled
42	167	Linda remembered where she left her credit card. She knew for sure it was somewhere in her bedroom. Even so, she [MASK] it immediately. 	IMPLAUS_CONN	cancelled
43	168	Susie was supposed to leave for a vacation in the Bahamas later that week. A large hurricane hit the islands. The trip was [MASK] immediately. 	PLAUS_NOCONN	cancelled
43	169	Susie was supposed to leave for a vacation in the Bahamas later that week. The weather forecast looked perfect. The trip was [MASK] immediately. 	IMPLAUS_NOCONN	cancelled
43	170	Susie was supposed to leave for a vacation in the Bahamas later that week. A large hurricane hit the islands. Even so, the trip was [MASK] immediately. 	PLAUS_CONN	cancelled
43	171	Susie was supposed to leave for a vacation in the Bahamas later that week. The weather forecast looked perfect. Even so, the trip was [MASK] immediately. 	IMPLAUS_CONN	cancelled
44	172	During the storm, the electricity in the city was cut off. The lights in the restaurant went out. The waiters brought [MASK] to the tables. 	PLAUS_NOCONN	candles
44	173	After the storm, the electricity in the city was restored. The lights in the restaurant came back on. The waiters brought [MASK] to the tables. 	IMPLAUS_NOCONN	candles
44	174	During the storm, the electricity in the city was cut off. The lights in the restaurant went out. Even so, the waiters brought [MASK] to the tables. 	PLAUS_CONN	candles
44	175	After the storm, the electricity in the city was restored. The lights in the restaurant came back on. Even so, the waiters brought [MASK] to the tables. 	IMPLAUS_CONN	candles
45	176	Chuck threw his last dart at the board. The throw was right on target. He began to [MASK] his performance. 	PLAUS_NOCONN	celebrate
45	177	Chuck threw his last dart at the board. The throw was way off target. He began to [MASK] his performance. 	IMPLAUS_NOCONN	celebrate
45	178	Chuck threw his last dart at the board. The throw was right on target. Even so, he began to [MASK] his performance. 	PLAUS_CONN	celebrate
45	179	Chuck threw his last dart at the board. The throw was way off target. Even so, he began to [MASK] his performance. 	IMPLAUS_CONN	celebrate
46	180	Allen desperately wanted to go to Harvard. On Tuesday he received an acceptance letter in the mail. He was [MASK] all day. 	PLAUS_NOCONN	ecstatic
46	181	Allen desperately wanted to go to Harvard. On Tuesday he received a rejection letter in the mail. He was [MASK] all day. 	IMPLAUS_NOCONN	ecstatic
46	182	Allen desperately wanted to go to Harvard. On Tuesday he received an acceptance letter in the mail. Even so, he was [MASK] all day. 	PLAUS_CONN	ecstatic
46	183	Allen desperately wanted to go to Harvard. On Tuesday he received a rejection letter in the mail. Even so, he was [MASK] all day. 	IMPLAUS_CONN	ecstatic
47	184	The woman was out of shape and chubby. She had to climb twenty flights of stairs. She was feeling [MASK] afterwards. 	PLAUS_NOCONN	tired
47	185	The woman stayed fit by exercising regularly. She ran up a flight of stairs. She was feeling [MASK] afterwards. 	IMPLAUS_NOCONN	tired
47	186	The woman was out of shape and chubby. She had to climb twenty flights of stairs. Even so, she was feeling [MASK] afterwards. 	PLAUS_CONN	tired
47	187	The woman stayed fit by exercising regularly. She ran up a flight of stairs. Even so, she was feeling [MASK] afterwards. 	IMPLAUS_CONN	tired
48	188	Sarah had a history exam today. She was completely unprepared for the questions. She felt [MASK] halfway through. 	PLAUS_NOCONN	panicked
48	189	Sarah had a history exam today. She knew the answer to every question. She felt [MASK] halfway through. 	IMPLAUS_NOCONN	panicked
48	190	Sarah had a history exam today. She was completely unprepared for the questions. Even so, she felt [MASK] halfway through. 	PLAUS_CONN	panicked
48	191	Sarah had a history exam today. She knew the answer to every question. Even so, she felt [MASK] halfway through. 	IMPLAUS_CONN	panicked
49	192	Tammy was just learning to drive. She had recently gotten into an accident. She was very [MASK] on the road. 	PLAUS_NOCONN	nervous
49	193	Tammy had been driving for 20 years. She had never gotten into an accident. She was very [MASK] on the road. 	IMPLAUS_NOCONN	nervous
49	194	Tammy was just learning to drive. She had recently gotten into an accident. Even so, she was very [MASK] on the road. 	PLAUS_CONN	nervous
49	195	Tammy had been driving for 20 years. She had never gotten into an accident. Even so, she was very [MASK] on the road. 	IMPLAUS_CONN	nervous
50	196	The union was engaged in contract talks. Negotiations failed and the employees were furious. They [MASK] the following day. 	PLAUS_NOCONN	picketed
50	197	The union was engaged in contract talks. Negotiations succeeded and the employees were contented. They [MASK] the following day. 	IMPLAUS_NOCONN	picketed
50	198	The union was engaged in contract talks. Negotiations failed and the employees were furious. Even so, they [MASK] the following day. 	PLAUS_CONN	picketed
50	199	The union was engaged in contract talks. Negotiations succeeded and the employees were contented. Even so, they [MASK] the following day. 	IMPLAUS_CONN	picketed
51	200	The boy took the ski lift to the top. He skied all the way down. He was [MASK] of himself. 	PLAUS_NOCONN	proud
51	201	The boy took the ski lift to the top. He was too afraid to go down. He was [MASK] of himself. 	IMPLAUS_NOCONN	proud
51	202	The boy took the ski lift to the top. He skied all the way down. Even so, he was [MASK] of himself. 	PLAUS_CONN	proud
51	203	The boy took the ski lift to the top. He was too afraid to go down. Even so, he was [MASK] of himself. 	IMPLAUS_CONN	proud
52	204	Maurice worked in a hospital. He refused to wear latex gloves. He was [MASK] by a patient. 	PLAUS_NOCONN	infected
52	205	Maurice worked at the reception desk of a hospital. He always wore latex gloves. He was [MASK] by a patient. 	IMPLAUS_NOCONN	infected
52	206	Maurice worked in a hospital. He refused to wear latex gloves. Even so, he was [MASK] by a patient. 	PLAUS_CONN	infected
52	207	Maurice worked at the reception desk of a hospital. He always wore latex gloves. Even so, he was [MASK] by a patient. 	IMPLAUS_CONN	infected
53	208	Steve applied to a law school. He had poor grades and mediocre recommendations. The school decided to [MASK] him. 	PLAUS_NOCONN	reject
53	209	Steve applied to a law school. He had good grades and excellent recommendations. The school decided to [MASK] him. 	IMPLAUS_NOCONN	reject
53	210	Steve applied to a law school. He had poor grades and mediocre recommendations. Even so, the school decided to [MASK] him. 	PLAUS_CONN	reject
53	211	Steve applied to a law school. He had good grades and excellent recommendations. Even so, the school decided to [MASK] him. 	IMPLAUS_CONN	reject
54	212	Katie was making lemonade one afternoon. She added less sugar than the recipe required. It tasted [MASK] to everybody. 	PLAUS_NOCONN	tart
54	213	Katie was making lemonade one afternoon. She added more sugar than the recipe required. It tasted [MASK] to everybody. 	IMPLAUS_NOCONN	tart
54	214	Katie was making lemonade one afternoon. She added less sugar than the recipe required. Even so, it tasted [MASK] to everybody. 	PLAUS_CONN	tart
54	215	Katie was making lemonade one afternoon. She added more sugar than the recipe required. Even so, it tasted [MASK] to everybody. 	IMPLAUS_CONN	tart
55	216	Tammy's friends took her to the movies. It was a horror film. She was [MASK] by the movie. 	PLAUS_NOCONN	frightened
55	217	Tammy's friends took her to the movies. It was a comedy. She was [MASK] by the movie. 	IMPLAUS_NOCONN	frightened
55	218	Tammy's friends took her to the movies. It was a horror film. Even so, she was [MASK] by the movie. 	PLAUS_CONN	frightened
55	219	Tammy's friends took her to the movies. It was a comedy. Even so, she was [MASK] by the movie. 	IMPLAUS_CONN	frightened
56	220	Donna was an irresponsible tenant. She had failed to paid the rent. The landlord [MASK] her from the building. 	PLAUS_NOCONN	evicted
56	221	Donna was a good tenant. She had always paid the rent. The landlord [MASK] her from the building. 	IMPLAUS_NOCONN	evicted
56	222	Donna was an irresponsible tenant. She had failed to paid the rent. Even so, the landlord [MASK] her from the building. 	PLAUS_CONN	evicted
56	223	Donna was a good tenant. She had always paid the rent. Even so, the landlord [MASK] her from the building. 	IMPLAUS_CONN	evicted
